Product Code,Date,Total_Sales,Organic_Sales,Ad_Sales,Total_Traffic,Organic Traffic,Ad traffic,Overall_Units,Organic_Units,Ad_Units,Ad_Impressions,Ad_Spends
B07M7DRML55,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBKKPWY7,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WBMSW6,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B009YQACGS9,"May 26, 2024",0,0,0,12,9.43,2.57,0,0,0,481,18
B07PBKLTVD4,"May 26, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4WHFG21,"May 26, 2024",0,0,0,12,12,0,0,0,0,0,0
B07R4WHFMS2,"May 26, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4WMQ6R3,"May 26, 2024",0,0,0,2,2,0,0,0,0,0,0
B07PCP8B881,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FLW976,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WYM3D7,"May 26, 2024",0,0,0,11,11,0,0,0,0,0,0
B07P8FM88R7,"May 26, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4X6FDG1,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PHYB62D6,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P6CCH3R5,"May 26, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4VBSL39,"May 26, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4XJ54H2,"May 26, 2024",0,0,0,16,16,0,0,0,0,0,0
B07P6CCGTN8,"May 26, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4V79GY6,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4V5W3K9,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TV4SF5,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MSPKHCC7,"May 26, 2024",0,0,0,4,4,0,0,0,0,22,0
B07R4TQ4362,"May 26, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3JJGYW2,"May 26, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8FNBST4,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TK5RB7,"May 26, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3JJYZP6,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FNG1B5,"May 26, 2024",0,0,0,4,4,0,0,0,0,11,0
B07VQQ4QTM2,"May 26, 2024",0,0,0,0,0,0,0,0,0,66,0
B0827NR2R26,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JKC418,"May 26, 2024",0,0,0,1,1,0,0,0,0,0,0
B0827TGG5S7,"May 26, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FP3MN7,"May 26, 2024",-380.96,-400,0,8,8,0,-1,-1,0,7,0
B07F5M62172,"May 27, 2024","34,160","29,036",0,704,699.47,4.53,122,122,0,"3,684",37
B07R3ZKB7D8,"May 27, 2024","31,740","23,325","5,418",472,387.09,84.91,69,54.42,14.58,"22,857","3,267"
B07F5NCTN28,"May 27, 2024","22,050","11,431","5,318",756,586.16,169.84,63,43,20,"42,450","2,812"
B07R4XJ3HY1,"May 27, 2024","15,000","4,106","9,394",215,115.18,99.82,25,-3.7,28.7,"13,840","2,973"
B07MQ635T45,"May 27, 2024","9,300","7,409",511,109,86.53,22.47,30,28.06,1.94,"3,335",255
B07P9K4G8C2,"May 27, 2024","9,870","6,608",532,126,105.59,20.41,21,18.14,2.86,"2,746",226
B07PCPQ57N6,"May 27, 2024","7,680",237,"6,675",135,91.45,43.55,16,-5.65,21.65,"5,322",459
B07P6CBN1W6,"May 27, 2024","7,125","4,144","2,126",186,129.46,56.54,19,12.18,6.82,"16,851",837
B07P8FP14D3,"May 27, 2024","5,400","2,615","2,515",474,359,115,30,15,15,"11,000",952
B07F5LZHVL1,"May 27, 2024","5,520","5,091",0,107,107,0,24,24,0,71,0
B07MC4N9Z46,"May 27, 2024","5,320","2,823","1,965",230,180.71,49.29,28,15.87,12.13,"10,038",596
B07R3ZJRTX8,"May 27, 2024","5,400","3,247","1,337",84,73.71,10.29,24,17,7,855,67
B07R3TV8M37,"May 27, 2024","5,060","4,554",0,103,103,0,23,23,0,0,0
B07MQ63G912,"May 27, 2024","4,900","4,405",0,63,61.25,1.75,7,7,0,407,20
B07MSNKFY56,"May 27, 2024","4,500","3,560",712,83,57.06,25.94,12,10,2,"3,522",509
B009YQB4ZG7,"May 27, 2024","4,400","2,471","1,485",73,64.08,8.92,8,5,3,544,132
B07MQ635T34,"May 27, 2024","3,900","3,600",0,28,27,1,6,6,0,225,1
B07HZN2SSH2,"May 27, 2024","4,200","3,570",0,26,24.42,1.58,7,7,0,343,21
B07HZR2CH33,"May 27, 2024","3,740","1,711","1,830",78,66.06,11.94,11,5,6,"2,850",91
B07HZPSGFS1,"May 27, 2024","3,600","3,464",0,34,34,0,4,4,0,0,0
B07P8FN6T23,"May 27, 2024","3,120","1,680","1,440",158,125.37,32.63,13,7,6,"5,306",267
B07MC4NLVL3,"May 27, 2024","3,900","2,886",0,17,16.29,0.71,6,6,0,118,5
B07PBJNS5X9,"May 27, 2024","3,250",-619,"3,401",86,52.64,33.36,13,-1.73,14.73,"6,673","1,166"
B07MC4N1WR6,"May 27, 2024","3,200",837,"1,883",124,101.7,22.3,20,11,9,"2,983",130
B0823RGLLS2,"May 27, 2024","3,120","2,210",442,76,57,19,6,5,1,"5,633",167
B0827TD1548,"May 27, 2024","3,360","2,560",0,24,22.34,1.66,16,16,0,283,2
B07R3ZKHYQ9,"May 27, 2024","2,880","-5,740","8,172",125,101.97,23.03,16,-20,36,"5,132",275
B07PBMCH2H1,"May 27, 2024","2,520","1,117","1,278",139,103.38,35.62,6,2,4,"7,922",761
B07SD4XCWV5,"May 27, 2024","2,625","2,109",0,72,66.86,5.14,15,15,0,853,23
B07P6CCGTN8,"May 27, 2024","2,100","1,996",0,12,12,0,3,3,0,0,0
B07F5M3K1Y9,"May 27, 2024","2,160","1,552",310,85,68,17,12,10,2,"3,273",218
B07MQ62Z8H9,"May 27, 2024","2,145","1,859",0,71,69.2,1.8,11,11,0,120,12
B07CGNCPKT6,"May 27, 2024","2,430","1,582",245,151,116.53,34.47,9,8,1,"10,424",502
B07HZQN4SF7,"May 27, 2024","1,950","1,790",0,15,15,0,5,5,0,22,0
B07HZQPP737,"May 27, 2024","1,950","1,737",0,12,12,0,3,3,0,0,0
B009XH17FS7,"May 27, 2024","1,750",555,"1,110",22,15.61,6.39,5,1.67,3.33,"1,155",43
B07R4VLZ379,"May 27, 2024","1,530","1,449",0,42,42,0,9,9,0,40,0
B0855D88PV4,"May 27, 2024","1,800",8,"1,437",84,55.01,28.99,8,0,8,"6,404",288
B009YQC4FK4,"May 27, 2024","1,500","1,425",0,8,8,0,3,3,0,0,0
B07R3ZFCZ48,"May 27, 2024","1,600","1,400",0,17,17,0,10,10,0,138,0
B07VKSMD4K6,"May 27, 2024","1,500","1,350",0,4,4,0,2,2,0,0,0
B009YF17KE8,"May 27, 2024","1,500","1,320",0,3,3,0,3,3,0,7,0
B07HKF39CM8,"May 27, 2024","1,500",0,"1,271",52,49.48,2.52,1,0,1,"1,501",23
B0DNMQVKFL5,"May 27, 2024","2,050",945,289,51,36.68,14.32,5,3.89,1.11,"6,439",190
B07MJBYFQY9,"May 27, 2024","1,250","1,124",0,64,49.95,14.05,5,5,0,"9,503",173
B07R4WHFG21,"May 27, 2024","1,225","1,120",0,20,20,0,7,7,0,0,0
B07P9K24MW1,"May 27, 2024","1,200","1,071",0,9,9,0,6,6,0,0,0
B07PBJCK8T6,"May 27, 2024","1,100","1,000",0,38,38,0,4,4,0,0,0
B07PBJTHK76,"May 27, 2024","1,320",966,0,34,31.38,2.62,6,6,0,152,41
B07P79D4LX8,"May 27, 2024",960,912,0,36,34.56,1.44,8,8,0,294,6
B07HZNLDVV8,"May 27, 2024","1,080",900,0,6,6,0,3,3,0,0,0
B07P8LWZ3L1,"May 27, 2024","1,020",900,0,19,19,0,2,2,0,0,0
B07R3ZJTTQ6,"May 27, 2024","1,160",880,0,23,23,0,4,4,0,195,0
B07P9K4N5W2,"May 27, 2024","1,100",820,0,26,26,0,4,4,0,0,0
B07P8FP4MP7,"May 27, 2024",860,816,0,7,7,0,2,2,0,0,0
B07R4XV29D2,"May 27, 2024",990,810,0,14,14,0,6,6,0,0,0
B07P8FP3MN7,"May 27, 2024",860,800,0,2,1,1,2,2,0,7,3
B07R4W3SXJ5,"May 27, 2024",900,800,0,12,12,0,5,5,0,0,0
B07PBJZ6C74,"May 27, 2024",800,780,0,13,13,0,2,2,0,71,0
B07R4VDDG12,"May 27, 2024",920,760,0,43,40.2,2.8,4,4,0,188,22
B07HZCYKFM1,"May 27, 2024",800,747,0,8,8,0,1,1,0,0,0
B07M7DR8HR2,"May 27, 2024",760,724,0,37,36.06,0.94,4,4,0,177,12
B07F5RZWH46,"May 27, 2024",800,721,0,47,47,0,2,2,0,0,0
B07R3JJYZP6,"May 27, 2024",750,708,0,10,10,0,6,6,0,0,0
B07MFQQJ297,"May 27, 2024",840,690,0,20,20,0,6,6,0,27,0
B07MJBYPSW5,"May 27, 2024",700,650,0,6,6,0,1,1,0,0,0
B07R4TQ4362,"May 27, 2024",920,640,0,8,8,0,4,4,0,0,0
B07P9H4S9P5,"May 27, 2024",600,600,0,18,18,0,3,3,0,129,0
B07R3ZHZDL4,"May 27, 2024",600,540,0,31,22.49,8.51,4,4,0,718,142
B009YQ9AYI7,"May 27, 2024",600,500,0,26,26,0,1,1,0,0,0
B07P8FPC3Y2,"May 27, 2024",560,500,0,7,7,0,4,4,0,0,0
B07P9K4XCL2,"May 27, 2024",490,450,0,7,7,0,2,2,0,6,0
B07R4XJ54H2,"May 27, 2024",500,445,0,22,22,0,5,5,0,0,0
B07R4W54L84,"May 27, 2024",500,440,0,2,2,0,5,5,0,0,0
B07R4WTRN21,"May 27, 2024",440,38,382,20,16.92,3.08,1,-0.25,1.25,197,39
B07CGSNRC16,"May 27, 2024",500,416,0,13,12.24,0.76,1,1,0,5,4
B07MSPKHCC7,"May 27, 2024",600,414,0,3,3,0,1,1,0,19,0
B07R4WHFMS2,"May 27, 2024",450,394,0,3,3,0,3,3,0,0,0
B0865X9LPW4,"May 27, 2024",430,368,0,1,1,0,1,1,0,0,0
B07R3YRKXM3,"May 27, 2024",430,350,0,3,3,0,2,2,0,53,0
B07R4TK5RB7,"May 27, 2024",320,320,0,2,2,0,2,2,0,0,0
B07MSQ5PKK1,"May 27, 2024",340,300,0,4,4,0,2,2,0,0,0
B07R3ZJHJ37,"May 27, 2024",340,282,0,20,19.09,0.91,2,2,0,179,1
B07R4V79GY6,"May 27, 2024",280,263,0,0,0,0,2,2,0,0,0
B07R3ZJDZ11,"May 27, 2024",300,260,0,4,4,0,2,2,0,0,0
B07R4WMZB37,"May 27, 2024",270,256,0,26,26,0,2,2,0,0,0
B07P6CD2JZ5,"May 27, 2024",260,240,0,5,4,1,2,2,0,41,6
B07MQ62RNX6,"May 27, 2024",200,113,68,9,8.05,0.95,1,0.54,0.46,329,8
B07MJBYT973,"May 27, 2024",200,151,0,25,25,0,1,1,0,0,0
B07M7DRML55,"May 27, 2024",85,71,0,0,0,0,1,1,0,0,0
B07MLXCYC83,"May 27, 2024",0.01,0,0,8,7.2,0.8,0,0,0,76,1
B07MJBYM6K2,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B08DNYNV919,"May 27, 2024",0,0,0,7,7,0,0,0,0,0,0
B07MJBYPSF2,"May 27, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3JL7Q51,"May 27, 2024",0,0,0,11,11,0,0,0,0,0,0
B07P8FPB576,"May 27, 2024",0,0,0,2,2,0,0,0,0,4,0
B07P9H3FDJ2,"May 27, 2024",0,0,0,2,2,0,0,0,0,0,0
B07F5TV8YM2,"May 27, 2024",0,0,0,7,7,0,0,0,0,0,0
B07PBHHXZG5,"May 27, 2024",0,0,0,13,13,0,0,0,0,116,0
B07MMMSXP62,"May 27, 2024",0,0,0,6,6,0,0,0,0,0,0
B07PBHV6TJ8,"May 27, 2024",0,0,0,5,5,0,0,0,0,0,0
B009YDXV9Q4,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4V5NBR5,"May 27, 2024",0,0,0,6,6,0,0,0,0,0,0
B07P6CCH3R5,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4W6SXD9,"May 27, 2024",0,0,0,4,4,0,0,0,0,0,0
B07PBKKPWY7,"May 27, 2024",0,0,0,1,1,0,0,0,0,0,0
B07PBKLTVD4,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WL4474,"May 27, 2024",0,0,0,7,7,0,0,0,0,0,0
B07R4WMQ6R3,"May 27, 2024",0,0,0,1,1,0,0,0,0,0,0
B07PCP8B881,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MSPG7NJ4,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FKBNZ3,"May 27, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8FLW976,"May 27, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4WYM3D7,"May 27, 2024",0,0,0,3,3,0,0,0,0,0,0
B07P8FM88R7,"May 27, 2024",0,0,0,5,5,0,0,0,0,0,0
B07R4WBMSW6,"May 27, 2024",0,0,0,1,1,0,0,0,0,10,0
B07CGQW7M55,"May 27, 2024",0,0,0,5,5,0,0,0,0,0,0
B009YQACGS9,"May 27, 2024",0,0,0,11,9.53,1.47,0,0,0,458,19
B07PHYB62D6,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4X6FDG1,"May 27, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4VZLB53,"May 27, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4VBSL39,"May 27, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4V5W3K9,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4XRRRN2,"May 27, 2024",0,-245,245,11,9.17,1.83,0,-0.92,0.92,113,11
B07R4TV4SF5,"May 27, 2024",0,0,0,2,2,0,0,0,0,0,0
B07F5LYY254,"May 27, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4TTH217,"May 27, 2024",0,0,0,5,5,0,0,0,0,0,0
B07R3JJGYW2,"May 27, 2024",0,0,0,6,6,0,0,0,0,0,0
B07P8FNBST4,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07F5LPDV79,"May 27, 2024",0,0,0,8,8,0,0,0,0,0,0
B07VQQ4QTM2,"May 27, 2024",0,0,0,0,0,0,0,0,0,61,0
B07P8FNG1B5,"May 27, 2024",0,0,0,4,4,0,0,0,0,34,0
B07R3ZHFZL8,"May 27, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3Z6VZ54,"May 27, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3YQZKW1,"May 27, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3JKC418,"May 27, 2024",0,0,0,7,7,0,0,0,0,0,0
B0827NR2R26,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3WLK685,"May 27, 2024",0,0,0,7,7,0,0,0,0,22,0
B07R3JKMJN5,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B0827TGG5S7,"May 27, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBLHPN85,"May 27, 2024",-380.96,-400,0,29,29,0,-2,-2,0,42,0
B07MFQQJ329,"May 27, 2024",-619.05,-650,0,10,10,0,-1,-1,0,0,0
B07R3ZKB7D8,"May 28, 2024","32,200","22,019","7,113",440,356.43,83.57,70,51.78,18.22,"20,959","3,017"
B07F5M62172,"May 28, 2024","26,880","22,610",238,667,652.6,14.4,96,95,1,"4,727",165
B07F5NCTN28,"May 28, 2024","26,250","14,217","5,730",845,662.02,182.98,75,55.26,19.74,"43,596","3,245"
B07R4XJ3HY1,"May 28, 2024","17,400","4,021","11,639",188,108.66,79.34,29,-2.72,31.72,"12,256","2,324"
B07PCPQ57N6,"May 28, 2024","12,960","3,438","8,226",176,125.2,50.8,27,3,24,"4,456",441
B07MC4NLVL3,"May 28, 2024","13,000","9,620",0,30,30,0,20,20,0,129,0
B07MSNKFY56,"May 28, 2024","7,875","3,231","4,245",78,58.71,19.29,21,7,14,"2,620",320
B07PBMCH2H1,"May 28, 2024","7,560","7,182",0,124,124,0,18,18,0,33,0
B07P6CBN1W6,"May 28, 2024","7,875","4,821","2,109",158,116.51,41.49,21,14,7,"12,995",573
B07P9K4G8C2,"May 28, 2024","8,930","1,730","4,730",117,97.65,19.35,19,6,13,"2,381",203
B07P8FP14D3,"May 28, 2024","6,300","3,099","2,886",405,274,131,35,19,16,"11,174",997
B07R3ZJRTX8,"May 28, 2024","5,850","2,210","2,756",111,96.09,14.91,26,14,12,456,90
B07F5M3K1Y9,"May 28, 2024","5,400","3,722",931,74,58.66,15.34,30,24,6,"2,404",212
B07F5LZHVL1,"May 28, 2024","4,830","4,435",0,130,130,0,21,21,0,94,0
B07R4VLZ379,"May 28, 2024","4,420","4,186",0,74,74,0,26,26,0,79,0
B07MQ62Z8H9,"May 28, 2024","4,290","3,540",354,67,65.28,1.72,22,20,2,91,100
B07HKF39CM8,"May 28, 2024","4,500","3,813",0,65,59.66,5.34,3,3,0,"2,576",72
B07PBJNS5X9,"May 28, 2024","4,250","2,782",856,96,66,30,17,13,4,"6,242","1,040"
B009YQB4ZG7,"May 28, 2024","3,300","2,967",0,79,70.6,8.4,6,6,0,534,68
B07MC4N9Z46,"May 28, 2024","3,230","2,072",835,178,134.61,43.39,17,12,5,"4,943",573
B07R3ZKHYQ9,"May 28, 2024","3,420","1,253","1,635",133,105.74,27.26,19,12,7,"4,310",287
B0855D88PV4,"May 28, 2024","3,375","1,137","1,572",67,52.11,14.89,15,6.56,8.44,"3,166",146
B07P8LWZ3L1,"May 28, 2024","3,060","2,700",0,21,21,0,6,6,0,0,0
B07P8FN6T23,"May 28, 2024","2,640","1,450","1,190",126,101.13,24.87,11,5.92,5.08,"4,183",215
B07HZR2CH33,"May 28, 2024","2,720","2,255",322,68,60.71,7.29,8,7,1,"2,382",63
B07MC4N1WR6,"May 28, 2024","2,560",55,"2,121",133,112.61,20.39,16,3,13,"2,712",170
B07F5RZWH46,"May 28, 2024","2,400","2,164",0,70,70,0,6,6,0,0,0
B07SD4XCWV5,"May 28, 2024","2,450","1,968",0,49,46.23,2.77,14,14,0,"1,082",10
B07R4XV29D2,"May 28, 2024","2,310","1,890",0,11,11,0,14,14,0,0,0
B07MQ635T34,"May 28, 2024","1,950","1,800",0,23,21.08,1.92,3,3,0,371,9
B07P8FP3MN7,"May 28, 2024","1,720","1,600",0,20,20,0,4,4,0,17,0
B07R4WMZB37,"May 28, 2024","1,620","1,536",0,18,18,0,12,12,0,0,0
B07R4VDDG12,"May 28, 2024","1,840",760,760,32,27.56,4.44,8,4,4,128,47
B07P8FM88R7,"May 28, 2024","1,450","1,450",0,11,11,0,5,5,0,0,0
B07M7DR8HR2,"May 28, 2024","1,520","1,448",0,31,30.6,0.4,8,8,0,147,3
B009YQC4FK4,"May 28, 2024","1,500","1,425",0,5,5,0,3,3,0,0,0
B07VKSMD4K6,"May 28, 2024","1,500","1,350",0,7,7,0,2,2,0,0,0
B07MFQQJ329,"May 28, 2024","1,400","1,300",0,10,10,0,2,2,0,0,0
B07R4WHFG21,"May 28, 2024","1,400","1,280",0,19,19,0,8,8,0,0,0
B07P79D4LX8,"May 28, 2024","1,320","1,026",228,28,26.67,1.33,11,9,2,415,11
B07R3TV8M37,"May 28, 2024","1,320","1,188",0,100,100,0,6,6,0,0,0
B07R4WTRN21,"May 28, 2024","1,320","1,000",179,15,11.84,3.16,3,2.57,0.43,171,34
B07CGNCPKT6,"May 28, 2024","1,350",306,709,139,97.65,41.35,5,3,2,"10,463",580
B07PBJCK8T6,"May 28, 2024","1,100","1,000",0,21,21,0,4,4,0,0,0
B0827TD1548,"May 28, 2024","1,260",960,0,33,31,2,6,6,0,305,38
B07HZNLDVV8,"May 28, 2024","1,080",900,0,6,6,0,3,3,0,0,0
B07MSPKHCC7,"May 28, 2024","1,200",828,0,8,8,0,2,2,0,20,0
B07P6CCH3R5,"May 28, 2024",800,800,0,1,1,0,4,4,0,0,0
B0DNMQVKFL5,"May 28, 2024","1,230",-148,882,46,27.96,18.04,3,-1,4,"5,941",151
B07HZQN4SF7,"May 28, 2024",780,716,0,10,10,0,2,2,0,33,0
B07MFQQJ297,"May 28, 2024",840,690,0,17,17,0,6,6,0,52,0
B07R3ZJTTQ6,"May 28, 2024",870,660,0,10,10,0,3,3,0,95,0
B07MJBYPSW5,"May 28, 2024",700,650,0,2,2,0,1,1,0,0,0
B07R3JKMJN5,"May 28, 2024",700,650,0,2,2,0,5,5,0,0,0
B07R4W3SXJ5,"May 28, 2024",720,640,0,10,10,0,4,4,0,0,0
B07PBLHPN85,"May 28, 2024",825,600,0,28,28,0,3,3,0,60,0
B07P9H4S9P5,"May 28, 2024",600,600,0,19,19,0,3,3,0,145,0
B07MLXCYC83,"May 28, 2024",650,600,0,9,8.36,0.64,1,1,0,113,1
B07R3JJGYW2,"May 28, 2024",620,590,0,9,9,0,2,2,0,0,0
B0823RGLLS2,"May 28, 2024",533.33,"-2,734","3,294",39,30,9,1,-7,8,"2,232",148
B07R3ZFCZ48,"May 28, 2024",640,560,0,13,13,0,4,4,0,191,0
B07R4XRRRN2,"May 28, 2024",540,462,0,15,15,0,4,4,0,83,0
B07PBKLTVD4,"May 28, 2024",520,461,0,1,1,0,4,4,0,0,0
B07MJBYT973,"May 28, 2024",600,454,0,13,13,0,3,3,0,0,0
B07R3YQZKW1,"May 28, 2024",700,444,0,6,6,0,4,4,0,0,0
B07MMMSXP62,"May 28, 2024",500,425,0,12,12,0,1,1,0,0,0
B07P9K4N5W2,"May 28, 2024",550,410,0,7,7,0,2,2,0,0,0
B07P8FP4MP7,"May 28, 2024",430,408,0,5,5,0,1,1,0,0,0
B009YQACGS9,"May 28, 2024",450,405,0,12,12,0,1,1,0,582,0
B07R4VZLB53,"May 28, 2024",400,360,0,8,8,0,2,2,0,0,0
B07F5LYY254,"May 28, 2024",400,356,0,5,5,0,5,5,0,0,0
B07R4W54L84,"May 28, 2024",400,352,0,13,13,0,4,4,0,0,0
B009XH17FS7,"May 28, 2024",350,-265,598,19,14.62,4.38,1,-1,2,916,32
B07R4WYM3D7,"May 28, 2024",350,332,0,7,7,0,2,2,0,0,0
B07PBHHXZG5,"May 28, 2024",400,300,0,11,10.15,0.85,1,1,0,118,1
B07PBKKPWY7,"May 28, 2024",390,285,0,6,6,0,1,1,0,0,0
B07R3ZHZDL4,"May 28, 2024",300,-270,540,29,15.95,13.05,2,-2,4,869,228
B07P6CD2JZ5,"May 28, 2024",260,240,0,2,2,0,2,2,0,72,0
B07MJBYFQY9,"May 28, 2024",250,226,0,34,26.67,7.33,1,1,0,"3,215",67
B07P9K4XCL2,"May 28, 2024",245,225,0,8,8,0,1,1,0,7,0
B07MQ62RNX6,"May 28, 2024",200,168,13,13,11.68,1.32,1,0.86,0.14,469,10
B07PBJTHK76,"May 28, 2024",220,161,0,30,29.19,0.81,1,1,0,212,2
B07P8FNG1B5,"May 28, 2024",170,155,0,1,1,0,1,1,0,11,0
B07MSQ5PKK1,"May 28, 2024",170,150,0,2,2,0,1,1,0,0,0
B0865X9LPW4,"May 28, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8FPB576,"May 28, 2024",0,0,0,4,4,0,0,0,0,22,0
B07MJBYM6K2,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FPC3Y2,"May 28, 2024",0,0,0,8,8,0,0,0,0,0,0
B07MJBYPSF2,"May 28, 2024",0,0,0,6,6,0,0,0,0,0,0
B07R3WLK685,"May 28, 2024",0,0,0,7,7,0,0,0,0,31,0
B07F5TV8YM2,"May 28, 2024",0,0,0,3,3,0,0,0,0,0,0
B07P9H3FDJ2,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B08DNYNV919,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P9K24MW1,"May 28, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3ZJDZ11,"May 28, 2024",0,0,0,8,8,0,0,0,0,0,0
B07R4TTH217,"May 28, 2024",0,0,0,2,2,0,0,0,0,0,0
B07PBHV6TJ8,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4V5NBR5,"May 28, 2024",0,0,0,6,6,0,0,0,0,0,0
B07R4V5W3K9,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4V79GY6,"May 28, 2024",0,0,0,1,1,0,0,0,0,0,0
B07M7DRML55,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07CGQW7M55,"May 28, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4W6SXD9,"May 28, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4WBMSW6,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HZCYKFM1,"May 28, 2024",0,0,0,5,5,0,0,0,0,0,0
B07R4WL4474,"May 28, 2024",0,0,0,7,7,0,0,0,0,0,0
B07PCP8B881,"May 28, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4WMQ6R3,"May 28, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FLW976,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FKBNZ3,"May 28, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4WHFMS2,"May 28, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4X6FDG1,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PHYB62D6,"May 28, 2024",0,0,0,1,1,0,0,0,0,0,0
B07MSPG7NJ4,"May 28, 2024",0,0,0,1,1,0,0,0,0,0,0
B009YF17KE8,"May 28, 2024",0,0,0,6,6,0,0,0,0,3,0
B07R4XJ54H2,"May 28, 2024",0,0,0,35,35,0,0,0,0,0,0
B07R4VBSL39,"May 28, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FNBST4,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P6CCGTN8,"May 28, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4TV4SF5,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TQ4362,"May 28, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4TK5RB7,"May 28, 2024",0,0,0,4,4,0,0,0,0,0,0
B009YQ9AYI7,"May 28, 2024",0,0,0,24,24,0,0,0,0,0,0
B07R3ZJHJ37,"May 28, 2024",0,0,0,18,17.25,0.75,0,0,0,191,1
B07R3JJYZP6,"May 28, 2024",0,0,0,4,4,0,0,0,0,0,0
B07F5LPDV79,"May 28, 2024",0,0,0,9,9,0,0,0,0,0,0
B07VQQ4QTM2,"May 28, 2024",0,0,0,0,0,0,0,0,0,113,0
B07R3ZHFZL8,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3Z6VZ54,"May 28, 2024",0,0,0,1,1,0,0,0,0,0,0
B07HZQPP737,"May 28, 2024",0,0,0,5,5,0,0,0,0,0,0
B07R3JKC418,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3YRKXM3,"May 28, 2024",0,0,0,7,7,0,0,0,0,45,0
B07HZPSGFS1,"May 28, 2024",0,0,0,17,17,0,0,0,0,0,0
B0827NR2R26,"May 28, 2024",0,0,0,2,2,0,0,0,0,0,0
