Product Code,Date,Total_Sales,Organic_Sales,Ad_Sales,Total_Traffic,Organic Traffic,Ad traffic,Overall_Units,Organic_Units,Ad_Units,Ad_Impressions,Ad_Spends
B009XH17FS7,"April 3, 2024","4,550","3,360",280,46,35.32,10.68,13,12,1,"5,141",109
B07P9K4G8C2,"April 3, 2024","3,760",622,"2,954",131,111.1,19.9,8,-2.18,10.18,"4,048",282
B0823RGLLS2,"April 3, 2024","4,680","3,501",0,63,51.63,11.38,9,9,0,"4,194",112
B07R4W54L84,"April 3, 2024","4,000","3,211",0,132,132,0,40,40,0,0,0
B07R3TV8M37,"April 3, 2024","3,740","3,196",0,71,71,0,17,17,0,0,0
B07MC4N9Z46,"April 3, 2024","3,990",-824,"3,869",305,218.11,86.89,21,-5,26,"18,145",982
B07R3ZJRTX8,"April 3, 2024","3,600","1,838","1,207",172,157.87,14.13,16,12.24,3.76,792,64
B07R4WTRN21,"April 3, 2024","3,960","2,476",0,79,79,0,9,9,0,76,0
B07MQ62Z8H9,"April 3, 2024","3,120","2,436",0,88,88,0,16,16,0,77,0
B07F5M3K1Y9,"April 3, 2024","2,700","2,080",320,51,45.24,5.76,15,13,2,"3,176",60
B07R3ZJTTQ6,"April 3, 2024","2,610","1,980",0,25,25,0,9,9,0,53,0
B07CGNCPKT6,"April 3, 2024","2,430",375,"1,575",230,184.18,45.82,9,1.8,7.2,"15,568",847
B07R4VDDG12,"April 3, 2024","2,300",209,"1,691",71,59.17,11.83,10,2,8,354,65
B07R4WMZB37,"April 3, 2024","1,890","1,834",0,36,36,0,14,14,0,0,0
B07P9K4N5W2,"April 3, 2024","1,925","1,827",0,29,29,0,7,7,0,0,0
B07SD4XCWV5,"April 3, 2024","2,100",806,"1,020",84,69.13,14.88,12,6,6,"3,098",174
B07P8LWZ3L1,"April 3, 2024","2,040","1,800",0,19,19,0,4,4,0,0,0
B07PBHHXZG5,"April 3, 2024","2,400","1,800",0,16,16,0,6,6,0,7,0
B07R4V5W3K9,"April 3, 2024","1,625","1,573",0,17,17,0,13,13,0,0,0
B0827TD1548,"April 3, 2024","1,890","1,440",0,43,43,0,9,9,0,97,0
B07VQQ4QTM2,"April 3, 2024","1,500","1,348",0,8,8,0,2,2,0,16,0
B07R4VLZ379,"April 3, 2024","1,360","1,280",0,101,101,0,8,8,0,38,0
B009YQ9AYI7,"April 3, 2024","1,800","1,253",0,21,21,0,3,3,0,0,0
B07PBJCK8T6,"April 3, 2024","1,375","1,250",0,47,47,0,5,5,0,0,0
B07MLXCYC83,"April 3, 2024","1,300","1,170",0,19,19,0,2,2,0,29,0
B07P6CD2JZ5,"April 3, 2024","1,040","1,040",0,12,12,0,8,8,0,22,0
B0855D88PV4,"April 3, 2024","1,350",961,0,39,39,0,6,6,0,0,0
B07MFQQJ297,"April 3, 2024","1,120",920,0,29,29,0,8,8,0,54,0
B07CGSNRC16,"April 3, 2024","1,000",912,0,15,15,0,2,2,0,4,0
B009YQC4FK4,"April 3, 2024","1,000",860,0,13,13,0,2,2,0,0,0
B07MQ62RNX6,"April 3, 2024","1,000",734,124,77,65.45,11.55,5,4.55,0.45,"5,656",96
B07PBLHPN85,"April 3, 2024",825,825,0,37,37,0,3,3,0,64,0
B07R4XV29D2,"April 3, 2024",990,810,0,16,16,0,6,6,0,0,0
B07R3JKMJN5,"April 3, 2024",840,780,0,2,2,0,6,6,0,0,0
B009YQACGS9,"April 3, 2024",900,722,0,15,14.21,0.79,2,2,0,113,3
B0DNMQVKFL5,"April 3, 2024","1,230",263,455,385,370.74,14.26,3,1,2,"7,133",214
B07R4XJ54H2,"April 3, 2024",800,712,0,64,64,0,8,8,0,0,0
B07MJBYT973,"April 3, 2024",800,712,0,20,20,0,4,4,0,0,0
B07PBJNS5X9,"April 3, 2024",750,135,525,15,10.15,4.85,3,1.09,1.91,"1,247",135
B07CGQW7M55,"April 3, 2024",900,612,0,5,5,0,2,2,0,0,0
B07R3JJGYW2,"April 3, 2024",620,608,0,10,10,0,2,2,0,0,0
B07MQ63G912,"April 3, 2024",700,571,0,12,11.85,0.15,1,1,0,39,0
B07R3ZFCZ48,"April 3, 2024",640,560,0,22,22,0,4,4,0,43,0
B07P6CCGTN8,"April 3, 2024",700,550,0,8,8,0,1,1,0,0,0
B07PBJTHK76,"April 3, 2024",660,510,0,34,33.19,0.81,3,3,0,146,2
B07R4V5NBR5,"April 3, 2024",530,504,0,11,11,0,2,2,0,0,0
B07P8FPC3Y2,"April 3, 2024",560,500,0,9,9,0,4,4,0,0,0
B07MSPG7NJ4,"April 3, 2024",600,500,0,4,4,0,1,1,0,0,0
B07P9K4XCL2,"April 3, 2024",490,450,0,23,23,0,2,2,0,3,0
B07MSPKHCC7,"April 3, 2024",600,450,0,9,9,0,1,1,0,8,0
B07M7DR8HR2,"April 3, 2024",570,447,0,43,43,0,3,3,0,65,0
B07MJBYFQY9,"April 3, 2024",500,0,424,55,33,22,2,0,2,"9,192",262
B07R3ZJHJ37,"April 3, 2024",510,419,0,24,24,0,3,3,0,112,0
B07P9H4S9P5,"April 3, 2024",400,400,0,12,12,0,2,2,0,61,0
B07P8FP3MN7,"April 3, 2024",430,400,0,8,8,0,1,1,0,7,0
B07R4WL4474,"April 3, 2024",440,374,0,15,15,0,4,4,0,0,0
B07R3YRKXM3,"April 3, 2024",430,370,0,11,11,0,2,2,0,26,0
B07R3WLK685,"April 3, 2024",360,322,0,4,4,0,2,2,0,15,0
B07R4TQ4362,"April 3, 2024",460,320,0,7,7,0,2,2,0,0,0
B07HZR2CH33,"April 3, 2024",340,67,239,31,26.71,4.29,1,0,1,"1,459",49
B07R4V79GY6,"April 3, 2024",280,263,0,2,2,0,2,2,0,0,0
B07PBKLTVD4,"April 3, 2024",260,240,0,8,8,0,2,2,0,0,0
B07R4WYM3D7,"April 3, 2024",175,172,0,7,7,0,1,1,0,0,0
B07P79D4LX8,"April 3, 2024",120,114,0,52,51.13,0.87,1,1,0,180,4
B07F5LYY254,"April 3, 2024",80,76,0,0,0,0,1,1,0,0,0
B08DNYNV919,"April 3, 2024",0,0,0,2,2,0,0,0,0,0,0
B0865X9LPW4,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FP4MP7,"April 3, 2024",0,0,0,5,5,0,0,0,0,0,0
B07MJBYM6K2,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FPB576,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HZPSGFT6,"April 3, 2024",0,0,0,4,4,0,0,0,0,0,0
B07HZQN4SF7,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3YQZKW1,"April 3, 2024",0,0,0,4,4,0,0,0,0,0,0
B07MJBYPSF2,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P9H3FDJ2,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HZQPP737,"April 3, 2024",0,0,0,5,5,0,0,0,0,0,0
B07MJBYPSW5,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07F5TV8YM2,"April 3, 2024",0,0,0,3,3,0,0,0,0,0,0
B07P9K24MW1,"April 3, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3ZJDZ11,"April 3, 2024",0,0,0,9,9,0,0,0,0,0,0
B07HKF39CM8,"April 3, 2024",0,0,0,4,3.81,0.19,0,0,0,195,2
B07R4TV4SF5,"April 3, 2024",0,0,0,1,1,0,0,0,0,0,0
B07PBHV6TJ8,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MMMSXP62,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBJZ6C74,"April 3, 2024",0,0,0,12,11.37,0.63,0,0,0,37,12
B07MQ635T34,"April 3, 2024",0,0,0,47,47,0,0,0,0,119,0
B07M7DRML55,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4VZLB53,"April 3, 2024",0,0,0,1,1,0,0,0,0,0,0
B07HZCYKFM1,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4W6SXD9,"April 3, 2024",0,0,0,3,3,0,0,0,0,0,0
B07PBKKPWY7,"April 3, 2024",0,0,0,11,11,0,0,0,0,0,0
B07R4WBMSW6,"April 3, 2024",0,0,0,5,5,0,0,0,0,38,0
B07HZN2SSH2,"April 3, 2024",0,0,0,1,1,0,0,0,0,0,0
B07PCP8B881,"April 3, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4WMQ6R3,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FKBNZ3,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WHFMS2,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WHFG21,"April 3, 2024",0,0,0,41,41,0,0,0,0,0,0
B07P8FM88R7,"April 3, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4X6FDG1,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4W3SXJ5,"April 3, 2024",0,0,0,13,13,0,0,0,0,0,0
B07HZNLDVV8,"April 3, 2024",0,0,0,7,7,0,0,0,0,0,0
B07PHYB62D6,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4VBSL39,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P6CCH3R5,"April 3, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4XRRRN2,"April 3, 2024",0,0,0,24,23.25,0.75,0,0,0,55,4
B07P8FNBST4,"April 3, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4TTH217,"April 3, 2024",0,0,0,4,4,0,0,0,0,0,0
B009YDXV9Q4,"April 3, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4TK5RB7,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JJYZP6,"April 3, 2024",0,0,0,2,2,0,0,0,0,0,0
B07VKSMD4K6,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3ZHZDL4,"April 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FNG1B5,"April 3, 2024",0,0,0,7,7,0,0,0,0,32,0
B07MSQ5PKK1,"April 3, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R3ZHFZL8,"April 3, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R3Z6VZ54,"April 3, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3JKC418,"April 3, 2024",0,0,0,1,1,0,0,0,0,0,0
B0827NR2R26,"April 3, 2024",0,0,0,3,3,0,0,0,0,0,0
B07F5LPDV79,"April 3, 2024",0,0,0,6,6,0,0,0,0,0,0
B07HZPSGFS1,"April 3, 2024",0,0,0,9,9,0,0,0,0,0,0
B07F5RZWH46,"April 3, 2024",0,0,0,50,50,0,0,0,0,0,0
B07R3JL7Q51,"April 3, 2024",0,0,0,3,3,0,0,0,0,0,0
B07F5M62172,"April 4, 2024","34,720","15,114","14,398","1,028",761.55,266.45,124,67,57,"42,119","4,910"
B07F5NCTN28,"April 4, 2024","32,550","12,634","13,499","1,405","1,137.26",267.74,93,47,46,"67,034","5,323"
B07R3ZKB7D8,"April 4, 2024","25,300","14,159","6,375",715,628.96,86.04,55,36,19,"20,040","1,889"
B07P8FP14D3,"April 4, 2024","13,500","7,443","4,698",697,542.78,154.22,75,46,29,"28,467","1,383"
B07PCPQ57N6,"April 4, 2024","11,040",905,"8,503",338,255,83,23,-8,31,"16,337","1,421"
B07PBMCH2H1,"April 4, 2024","9,240","2,321","6,415",224,125.04,98.96,22,1,21,"26,392","1,122"
B07MSNKFY56,"April 4, 2024","9,000","6,787","1,325",127,112.31,14.69,24,19.38,4.62,"5,227",134
B009YQB4ZG7,"April 4, 2024","7,700","3,960","2,970",153,120.47,32.53,14,8,6,"1,985",539
B07P6CBN1W6,"April 4, 2024","7,125","5,286",984,141,130.99,10.01,19,15,4,"4,027",92
B07HZR2CH33,"April 4, 2024","6,460","5,887",267,86,70.82,15.18,19,18.17,0.83,"4,173",152
B07MQ635T45,"April 4, 2024","6,200","3,957","1,371",155,121.9,33.1,20,15,5,"5,399",411
B07R4XJ3HY1,"April 4, 2024","6,000","4,650",510,113,92.76,20.24,10,9,1,"6,361",477
B07R4W54L84,"April 4, 2024","6,100","4,917",0,108,108,0,61,61,0,0,0
B07MC4N9Z46,"April 4, 2024","6,080",210,"4,430",321,210.46,110.54,32,3,29,"17,530","1,203"
B07R3ZJRTX8,"April 4, 2024","5,400","4,235",382,176,168.49,7.51,24,22,2,920,35
B07R3ZKHYQ9,"April 4, 2024","5,400","4,560",0,149,143.74,5.26,30,30,0,"3,001",59
B07MC4N1WR6,"April 4, 2024","5,280","1,820","2,668",166,135.51,30.49,33,17,16,"3,911",218
B07PBJNS5X9,"April 4, 2024","4,750",961,"3,219",111,84.98,26.02,19,7.6,11.4,"7,730",879
B07F5LZHVL1,"April 4, 2024","5,060","4,167",0,128,128,0,22,22,0,128,0
B07R4WTRN21,"April 4, 2024","6,600","4,094",0,124,124,0,15,15,0,152,0
B07P9K4G8C2,"April 4, 2024","4,230","2,444","1,579",145,134.1,10.9,9,5.73,3.27,"2,523",125
B07MFQQJ329,"April 4, 2024","4,200","3,900",0,7,7,0,6,6,0,0,0
B07P8FN6T23,"April 4, 2024","4,320","2,255","1,470",184,155.56,28.44,18,9,9,"5,840",202
B0823RGLLS2,"April 4, 2024","4,680","3,112",389,61,51.93,9.07,9,8,1,"2,794",87
B07CGNCPKT6,"April 4, 2024","4,590","2,352",848,236,206.39,29.61,17,13,4,"12,168",406
B07MQ62Z8H9,"April 4, 2024","3,900","3,060",0,118,118,0,20,20,0,72,0
B009XH17FS7,"April 4, 2024","3,500",-97,"2,897",42,26.25,15.75,10,0,10,"6,036",186
B07MQ635T34,"April 4, 2024","2,600","2,340",0,30,30,0,4,4,0,69,0
B07MJBYFQY9,"April 4, 2024","2,500","1,696",424,49,29.4,19.6,10,8,2,"8,913",191
B07R4VDDG12,"April 4, 2024","2,530","1,710",380,65,55.34,9.66,11,9,2,392,51
B07R3TV8M37,"April 4, 2024","2,420","2,068",0,81,80.05,0.95,11,11,0,224,10
B0827TD1548,"April 4, 2024","2,520","1,920",0,34,34,0,12,12,0,95,0
B07PBJTHK76,"April 4, 2024","2,420","1,870",0,51,51,0,11,11,0,115,0
B07MQ63G912,"April 4, 2024","2,100","1,680",0,17,17,0,3,3,0,29,0
B07SD4XCWV5,"April 4, 2024","1,925","1,674",0,75,64.04,10.96,11,11,0,"2,873",147
B07MC4NLVL3,"April 4, 2024","2,600","1,664",0,30,25,5,4,4,0,896,62
B07R4WMZB37,"April 4, 2024","1,620","1,572",0,29,29,0,12,12,0,0,0
B07R3ZJTTQ6,"April 4, 2024","2,030","1,540",0,34,34,0,7,7,0,91,0
B07R4V5W3K9,"April 4, 2024","1,500","1,452",0,21,21,0,12,12,0,0,0
B07M7DR8HR2,"April 4, 2024","1,520","1,448",0,21,21,0,8,8,0,41,0
B07HZN2SSH2,"April 4, 2024","1,800","1,440",0,27,27,0,3,3,0,0,0
B07P8LWZ3L1,"April 4, 2024","1,530","1,350",0,22,22,0,3,3,0,0,0
B0DNMQVKFL5,"April 4, 2024","2,050",490,850,410,398.7,11.3,5,2,3,"4,172",170
B009YF17KE8,"April 4, 2024","1,500","1,320",0,5,5,0,3,3,0,5,0
B07R4VLZ379,"April 4, 2024","1,360","1,294",0,69,69,0,8,8,0,45,0
B0855D88PV4,"April 4, 2024","1,800","1,281",0,32,32,0,8,8,0,0,0
B07R4WHFG21,"April 4, 2024","1,400","1,280",0,29,29,0,8,8,0,0,0
B07PBLHPN85,"April 4, 2024","1,100","1,100",0,26,26,0,4,4,0,68,0
B07R3YQZKW1,"April 4, 2024","1,750",990,0,3,3,0,10,10,0,0,0
B07MFQQJ297,"April 4, 2024","1,120",920,0,35,34.27,0.73,8,8,0,29,2
B07MSQ5PKK1,"April 4, 2024","1,020",900,0,8,2.67,5.33,6,6,0,424,55
B07PBHHXZG5,"April 4, 2024","1,200",900,0,12,12,0,3,3,0,17,0
B009YQC4FK4,"April 4, 2024","1,000",860,0,9,9,0,2,2,0,0,0
B07MQ62RNX6,"April 4, 2024","1,000",707,151,81,62.66,18.34,5,4.44,0.56,"4,618",155
B07R4XV29D2,"April 4, 2024",990,810,0,20,20,0,6,6,0,0,0
B07R4XJ54H2,"April 4, 2024",900,801,0,75,75,0,9,9,0,0,0
B07HZPSGFS1,"April 4, 2024",900,771,0,6,6,0,1,1,0,0,0
B07F5RZWH46,"April 4, 2024",800,721,0,63,63,0,2,2,0,0,0
B07MJBYT973,"April 4, 2024",800,712,0,9,9,0,4,4,0,0,0
B07R4TTH217,"April 4, 2024",720,700,0,28,28,0,4,4,0,0,0
B07P79D4LX8,"April 4, 2024",720,684,0,60,59.19,0.81,6,6,0,233,2
B07VQQ4QTM2,"April 4, 2024",750,675,0,7,7,0,1,1,0,20,0
B07F5M3K1Y9,"April 4, 2024",720,0,640,74,61.8,12.2,4,0,4,"2,213",120
B07HZNLDVV8,"April 4, 2024",720,600,0,4,4,0,2,2,0,0,0
B07MLXCYC83,"April 4, 2024",650,585,0,11,11,0,1,1,0,56,0
B07P8FM88R7,"April 4, 2024",580,580,0,10,10,0,2,2,0,0,0
B07R4XRRRN2,"April 4, 2024",540,567,0,13,12.28,0.72,4,4,0,55,5
B07R3ZFCZ48,"April 4, 2024",640,560,0,9,9,0,4,4,0,35,0
B07R3ZJHJ37,"April 4, 2024",680,557,0,26,26,0,4,4,0,133,0
B07R3JKC418,"April 4, 2024",520,111,409,6,5.14,0.86,4,3,1,423,7
B07P6CD2JZ5,"April 4, 2024",520,520,0,14,14,0,4,4,0,38,0
B07MSPG7NJ4,"April 4, 2024",600,500,0,2,2,0,1,1,0,0,0
B07PBKLTVD4,"April 4, 2024",520,480,0,1,1,0,4,4,0,0,0
B07R3Z6VZ54,"April 4, 2024",430,452,0,3,3,0,2,2,0,0,0
B07P9H3FDJ2,"April 4, 2024",475,451,0,1,1,0,1,1,0,0,0
B07MSPKHCC7,"April 4, 2024",600,450,0,0,0,0,1,1,0,0,0
B07P9K4N5W2,"April 4, 2024",550,420,0,27,27,0,2,2,0,0,0
B009YQ9AYI7,"April 4, 2024",600,418,0,28,28,0,1,1,0,0,0
B07P8FKBNZ3,"April 4, 2024",450,409,0,1,1,0,1,1,0,0,0
B07P8FP4MP7,"April 4, 2024",430,409,0,5,5,0,1,1,0,0,0
B07P8FP3MN7,"April 4, 2024",430,400,0,10,9.44,0.56,1,1,0,8,4
B07PBJZ6C74,"April 4, 2024",400,-1,390,14,13.22,0.78,1,0,1,25,2
B009YQACGS9,"April 4, 2024",450,361,0,27,22.74,4.26,1,1,0,863,55
B07R4WBMSW6,"April 4, 2024",360,360,0,7,7,0,2,2,0,38,0
B07CGQW7M55,"April 4, 2024",450,306,0,4,4,0,1,1,0,0,0
B07R3JL7Q51,"April 4, 2024",310,300,0,7,7,0,2,2,0,0,0
B07R3ZJDZ11,"April 4, 2024",300,260,0,9,9,0,2,2,0,0,0
B07R4W6SXD9,"April 4, 2024",300,260,0,1,1,0,2,2,0,0,0
B07R3JKMJN5,"April 4, 2024",280,260,0,1,1,0,2,2,0,0,0
B07P9K24MW1,"April 4, 2024",400,258,0,1,1,0,2,2,0,0,0
B07PBJCK8T6,"April 4, 2024",275,250,0,31,31,0,1,1,0,0,0
B07R3ZHZDL4,"April 4, 2024",300,240,0,13,13,0,2,2,0,2,0
B07P9K4XCL2,"April 4, 2024",245,225,0,15,15,0,1,1,0,2,0
B07P9H4S9P5,"April 4, 2024",200,200,0,17,17,0,1,1,0,20,0
B07R4WL4474,"April 4, 2024",220,187,0,11,11,0,2,2,0,0,0
B08DNYNV919,"April 4, 2024",0,0,0,4,4,0,0,0,0,0,0
B0865X9LPW4,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MJBYM6K2,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MJBYPSF2,"April 4, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8FPC3Y2,"April 4, 2024",0,0,0,7,7,0,0,0,0,0,0
B07P8FPB576,"April 4, 2024",0,0,0,3,3,0,0,0,0,6,0
B07CGSNRC16,"April 4, 2024",0,0,0,14,14,0,0,0,0,9,0
B07R3YRKXM3,"April 4, 2024",0,0,0,5,5,0,0,0,0,34,0
B07MJBYPSW5,"April 4, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R3ZHFZL8,"April 4, 2024",0,0,0,1,1,0,0,0,0,0,0
B07F5TV8YM2,"April 4, 2024",0,0,0,6,6,0,0,0,0,0,0
B07R4TQ4362,"April 4, 2024",0,0,0,12,12,0,0,0,0,0,0
B07PBHV6TJ8,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MMMSXP62,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TV4SF5,"April 4, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4V5NBR5,"April 4, 2024",0,0,0,5,5,0,0,0,0,0,0
B07HKF39CM8,"April 4, 2024",0,-206,206,6,5.63,0.37,0,-0.18,0.18,162,3
B07M7DRML55,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4W3SXJ5,"April 4, 2024",0,0,0,10,10,0,0,0,0,0,0
B07PBKKPWY7,"April 4, 2024",0,0,0,9,9,0,0,0,0,0,0
B07HZCYKFM1,"April 4, 2024",0,0,0,7,6.55,0.45,0,0,0,91,4
B07R4WMQ6R3,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PCP8B881,"April 4, 2024",0,0,0,2,2,0,0,0,0,0,0
B009YDXV9Q4,"April 4, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4WYM3D7,"April 4, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4X6FDG1,"April 4, 2024",0,0,0,3,3,0,0,0,0,0,0
B07PHYB62D6,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4VZLB53,"April 4, 2024",0,0,0,4,4,0,0,0,0,0,0
B07P6CCH3R5,"April 4, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4VBSL39,"April 4, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4V79GY6,"April 4, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3JJGYW2,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FNBST4,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P6CCGTN8,"April 4, 2024",0,0,0,5,5,0,0,0,0,0,0
B07F5LYY254,"April 4, 2024",0,0,0,9,8.47,0.53,0,0,0,222,10
B07R4TK5RB7,"April 4, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3JJYZP6,"April 4, 2024",0,0,0,5,5,0,0,0,0,0,0
B07VKSMD4K6,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FNG1B5,"April 4, 2024",0,0,0,2,2,0,0,0,0,8,0
B07HZQPP737,"April 4, 2024",0,0,0,2,2,0,0,0,0,0,0
B07F5LPDV79,"April 4, 2024",0,0,0,11,11,0,0,0,0,0,0
B07HZQN4SF7,"April 4, 2024",0,0,0,4,4,0,0,0,0,11,0
B0827NR2R26,"April 4, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3WLK685,"April 4, 2024",0,0,0,7,7,0,0,0,0,11,0
B07HZPSGFT6,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B0827TGG5S7,"April 4, 2024",0,0,0,0,0,0,0,0,0,0,0
B07F5NCTN28,"April 5, 2024","41,650","18,954","14,546","1,195",904.92,290.08,119,65,54,"66,328","5,744"
B07F5M62172,"April 5, 2024","39,200","12,067","21,253","1,167",904.6,262.4,140,48,92,"42,482","4,925"
B07R3ZKB7D8,"April 5, 2024","29,440","11,689","12,022",718,622.49,95.51,64,21,43,"17,316","2,320"
B07P8FP14D3,"April 5, 2024","14,580","7,094","6,019",808,610.99,197.01,81,44,37,"24,941","1,513"
B07MQ635T45,"April 5, 2024","10,850","7,421","1,889",150,127.16,22.84,35,26,9,"5,253",303
B009YQB4ZG7,"April 5, 2024","8,250","5,940","1,485",113,100.44,12.56,15,12,3,"2,429",174
B07MQ63G912,"April 5, 2024","9,100","7,357",0,292,291.18,0.82,13,13,0,235,3
B07PCPQ57N6,"April 5, 2024","8,640","1,479","5,865",355,271.47,83.53,18,-4,22,"15,576","1,166"
B07MSNKFY56,"April 5, 2024","7,125","5,504",917,139,114.98,24.02,19,16.29,2.71,"4,342",231
B07P9K4G8C2,"April 5, 2024","6,110","5,412",399,120,117.29,2.71,13,12,1,679,55
B07MC4N9Z46,"April 5, 2024","7,410","2,856","2,799",321,225.59,95.41,39,22,17,"22,250","1,272"
B07P6CBN1W6,"April 5, 2024","6,375","4,458","1,152",152,142.86,9.14,17,12,5,"3,875",67
B07PBMCH2H1,"April 5, 2024","5,880",213,"5,352",173,102.69,70.31,14,-4,18,"19,357",782
B07R4XJ3HY1,"April 5, 2024","5,400","3,058","1,514",96,82.91,13.09,9,4,5,"4,428",147
B07R3ZKHYQ9,"April 5, 2024","5,400","1,515","3,044",168,143.88,24.12,30,13.55,16.45,"2,914",189
B07PBJNS5X9,"April 5, 2024","5,250","3,870",645,164,127.38,36.62,21,18,3,"8,831",741
B07P8FN6T23,"April 5, 2024","4,800","2,150","1,980",188,151.4,36.6,20,10,10,"5,822",223
B07R3TV8M37,"April 5, 2024","5,280","2,422","1,650",114,101.85,12.15,24,17,7,"1,226",160
B07P8LWZ3L1,"April 5, 2024","4,590","4,050",0,19,19,0,9,9,0,0,0
B009YF17KE8,"April 5, 2024","4,500","3,960",0,11,11,0,9,9,0,13,0
B07F5LZHVL1,"April 5, 2024","4,600","3,722",0,138,138,0,20,20,0,110,0
B07MLXCYC83,"April 5, 2024","3,900","3,510",0,17,16.15,0.85,6,6,0,56,0
B07R3ZJRTX8,"April 5, 2024","4,050","2,158","1,302",124,109.41,14.59,18,11.37,6.63,861,52
B07MFQQJ329,"April 5, 2024","3,500","3,250",0,13,13,0,5,5,0,0,0
B07R3ZJTTQ6,"April 5, 2024","4,060","3,080",0,34,34,0,14,14,0,89,0
B07PBLHPN85,"April 5, 2024","2,750","2,750",0,52,51.24,0.76,10,10,0,50,7
B07HZR2CH33,"April 5, 2024","2,720","1,570","1,014",91,75.7,15.3,8,5.33,2.67,"5,603",142
B07MC4N1WR6,"April 5, 2024","3,040","1,504","1,080",174,142.52,31.48,19,12,7,"3,685",153
B009XH17FS7,"April 5, 2024","3,150","2,520",0,46,32.73,13.27,9,9,0,"6,939",182
B07R4WMZB37,"April 5, 2024","2,430","2,358",0,39,39,0,18,18,0,0,0
B07R4W54L84,"April 5, 2024","2,800","2,266",0,111,111,0,28,28,0,0,0
B07P6CCH3R5,"April 5, 2024","2,600","2,149",0,5,5,0,13,13,0,0,0
B07CGNCPKT6,"April 5, 2024","3,240","1,335",776,223,197.3,25.7,12,8,4,"9,112",319
B07R4VDDG12,"April 5, 2024","2,530","1,710",380,69,58.25,10.75,11,9,2,293,98
B07MC4NLVL3,"April 5, 2024","3,250","2,080",0,38,32.46,5.54,5,5,0,"2,579",77
B07P9K4XCL2,"April 5, 2024","2,205","2,025",0,10,10,0,9,9,0,3,0
B07MQ62Z8H9,"April 5, 2024","2,535","1,705",284,62,61.07,0.93,13,11.14,1.86,77,10
B0823RGLLS2,"April 5, 2024","2,600","1,276",670,65,49.44,15.56,5,3,2,"3,970",149
B07P9K4N5W2,"April 5, 2024","2,475","1,788",0,30,30,0,9,9,0,0,0
B07SD4XCWV5,"April 5, 2024","1,925",696,978,81,61.45,19.55,11,7,4,"7,596",287
B07R4WTRN21,"April 5, 2024","2,640","1,399",233,133,128.6,4.4,6,4.29,1.71,174,50
